epoch,loss_lb,loss_ub,miou_stu,miou_tea,best,best-stu
0,0.2512962967157364,0.13296891190111637,0.650753045786665,0.650753045786665,0.650753045786665,0.650753045786665
1,0.13730441108345987,0.11075119562447071,0.7090414928261568,0.7276641798896594,0.7276641798896594,0.7090414928261568
2,0.14182055965065957,0.08428321201354265,0.7359550555455946,0.7417391803186428,0.7417391803186428,0.7359550555455946
3,0.11650078408420086,0.10312375295907258,0.7383224535642197,0.74676585401811,0.74676585401811,0.7383224535642197
4,0.09233498349785804,0.12296708188951015,0.7379946475566652,0.7549385572598751,0.7549385572598751,0.7383224535642197
5,0.1009280402213335,0.101190847158432,0.756737313686543,0.7596374153157193,0.7596374153157193,0.756737313686543
6,0.08666657768189907,0.08330783620476723,0.7505580938098015,0.7623395336278281,0.7623395336278281,0.756737313686543
7,0.07881188206374645,0.0776689825579524,0.7495562715734528,0.7615776847913628,0.7623395336278281,0.756737313686543
8,0.08239660821855069,0.07471848502755166,0.7633124575137183,0.7669497118649422,0.7669497118649422,0.7633124575137183
9,0.07253721188753844,0.09095077868551016,0.7602144456391429,0.7673293134790133,0.7673293134790133,0.7633124575137183
10,0.07479729261249304,0.08030144274234771,0.7657679725883393,0.771303759934306,0.771303759934306,0.7657679725883393
11,0.06931851021945476,0.06789051424711942,0.7648229405536662,0.7700177015760952,0.771303759934306,0.7657679725883393
12,0.07085459139198065,0.06811436917632818,0.7686452091843001,0.7729265323605292,0.7729265323605292,0.7686452091843001
13,0.07324836505576968,0.07481178529560566,0.767681681719767,0.7764750309659016,0.7764750309659016,0.7686452091843001
14,0.05958469752222299,0.07374761886894703,0.7617323259387493,0.7745663665631248,0.7764750309659016,0.7686452091843001
15,0.06025285869836807,0.0895944050513208,0.7675010920562864,0.7730477882442709,0.7764750309659016,0.7686452091843001
16,0.06276518935337663,0.07047132290899753,0.7680650400516063,0.7751609936470251,0.7764750309659016,0.7686452091843001
17,0.0632224477827549,0.06932249609380961,0.7670930553735492,0.7740167336249919,0.7764750309659016,0.7686452091843001
18,0.05942699518054724,0.06653650728985668,0.775868415888471,0.7770548329694058,0.7770548329694058,0.775868415888471
19,0.05212765391916037,0.0699277595616877,0.7717192357584894,0.7783574215814348,0.7783574215814348,0.775868415888471
20,0.05473144091665745,0.0630299650132656,0.7724414014258686,0.7773136620943655,0.7783574215814348,0.775868415888471
21,0.05802353899925947,0.0740931429900229,0.7723795160571363,0.7784352533984492,0.7784352533984492,0.775868415888471
22,0.054613793082535264,0.06070507382974029,0.7738449574398629,0.7785912295932946,0.7785912295932946,0.775868415888471
23,0.050315401144325735,0.05941076818853617,0.7733283063568644,0.7791859479668771,0.7791859479668771,0.775868415888471
24,0.05222161114215851,0.052346235141158104,0.7760489929054065,0.7797690777642219,0.7797690777642219,0.7760489929054065
25,0.050418279878795144,0.05481728464365006,0.774262497205283,0.7793317598941107,0.7797690777642219,0.7760489929054065
26,0.048038072884082794,0.05626353621482849,0.777109424066175,0.7780108944652362,0.7797690777642219,0.777109424066175
27,0.04722607862204313,0.0639019962400198,0.771783934710088,0.781279127852646,0.781279127852646,0.777109424066175
28,0.04718238972127438,0.052256782352924344,0.770376551791151,0.7784611116259257,0.781279127852646,0.777109424066175
29,0.0464014932513237,0.07247432116419077,0.7726425035459086,0.775018673154167,0.781279127852646,0.777109424066175
30,0.04690752942115069,0.052176459692418575,0.77215658739097,0.7747468048367697,0.781279127852646,0.777109424066175
31,0.0485719358548522,0.05540671059861779,0.7708064171936506,0.7739967245256357,0.781279127852646,0.777109424066175
32,0.04089266248047352,0.050467094592750075,0.7731048511758354,0.775979941722161,0.781279127852646,0.777109424066175
33,0.04451003260910511,0.050023294240236285,0.767927213317342,0.7752063219444465,0.781279127852646,0.777109424066175
34,0.042990907561033964,0.047439817991107705,0.7726146571722863,0.7775179806070566,0.781279127852646,0.777109424066175
35,0.04577308390289545,0.05052017569541931,0.7743299155497555,0.7776280685094984,0.781279127852646,0.777109424066175
36,0.04459986463189125,0.0550972175784409,0.770548275760123,0.7750922257303255,0.781279127852646,0.777109424066175
37,0.04277565078809857,0.05165076898410916,0.7741517345438238,0.7758103050509448,0.781279127852646,0.777109424066175
38,0.04373820573091507,0.058747641276568174,0.771321242312552,0.7761587326822111,0.781279127852646,0.777109424066175
39,0.04019124768674374,0.049809778854250905,0.7677261936340821,0.7739220922179371,0.781279127852646,0.777109424066175
40,0.04223465546965599,0.056438344065099955,0.7645180310479278,0.772390229946112,0.781279127852646,0.777109424066175
41,0.04040478002279997,0.054106828104704616,0.7740330959865067,0.7736241332381022,0.781279127852646,0.777109424066175
42,0.04088613456115127,0.04368631234392524,0.766926677846497,0.7740265907786286,0.781279127852646,0.777109424066175
43,0.040272779669612645,0.054578084405511616,0.7706395645124895,0.7765566740336544,0.781279127852646,0.777109424066175
44,0.0419654986821115,0.05407947199419141,0.772561265581865,0.7751918041862927,0.781279127852646,0.777109424066175
45,0.042158341500908136,0.056180327851325276,0.7736590034527479,0.7759486299485675,0.781279127852646,0.777109424066175
46,0.037303007859736684,0.047587802074849604,0.7646450785071052,0.7716901127855215,0.781279127852646,0.777109424066175
47,0.04052920127287507,0.039500124566257,0.7673408509008407,0.7693238486897026,0.781279127852646,0.777109424066175
48,0.04033976346254349,0.04383710660040378,0.7658652484085021,0.770258316641249,0.781279127852646,0.777109424066175
49,0.037615864910185336,0.04814649354666471,0.7689807891959033,0.7696517716938691,0.781279127852646,0.777109424066175
50,0.03883385136723518,0.05141968689858913,0.7717679594161352,0.769974552568696,0.781279127852646,0.777109424066175
51,0.0364328564144671,0.04311508191749454,0.7673276916865759,0.7712562629187313,0.781279127852646,0.777109424066175
52,0.03915005223825574,0.04192592045292258,0.7649415118996492,0.7680178496502895,0.781279127852646,0.777109424066175
53,0.036329238768666984,0.048013449925929305,0.7714420608797422,0.7689647789973054,0.781279127852646,0.777109424066175
54,0.03660531463101506,0.05081295091658831,0.7677482720761879,0.7699353855245157,0.781279127852646,0.777109424066175
55,0.03653098223730922,0.044452980160713196,0.7673623041645615,0.7707812174599893,0.781279127852646,0.777109424066175
56,0.033413891401141885,0.050069933757185936,0.7665587233284628,0.7683650738682397,0.781279127852646,0.777109424066175
57,0.035325263440608975,0.0467551838606596,0.7637157345854656,0.7669224931270664,0.781279127852646,0.777109424066175
58,0.03493865542113781,0.04919342594221234,0.7622943272428564,0.7666135828933158,0.781279127852646,0.777109424066175
59,0.03658884344622493,0.04908215058967471,0.7664281302820983,0.7671883753480884,0.781279127852646,0.777109424066175
60,0.039028020855039355,0.048424414731562136,0.7654675801412976,0.7673138346621785,0.781279127852646,0.777109424066175
61,0.0351492621935904,0.043138873856514694,0.7648955228984129,0.7657016145567523,0.781279127852646,0.777109424066175
62,0.03419477604329586,0.055317748431116344,0.7646605138699915,0.765092891539132,0.781279127852646,0.777109424066175
63,0.03450554236769676,0.04622604791074991,0.7576655371628433,0.7620000810748618,0.781279127852646,0.777109424066175
64,0.03532741256058216,0.05624180696904659,0.7625938149199207,0.7644054436640959,0.781279127852646,0.777109424066175
65,0.0352689890190959,0.04853155491873622,0.76456625402184,0.7655827068526128,0.781279127852646,0.777109424066175
66,0.03560472521930933,0.036727833189070226,0.7659569639942072,0.7631316482581498,0.781279127852646,0.777109424066175
67,0.03538167765364051,0.044559546373784543,0.7612120358362231,0.7627892004129063,0.781279127852646,0.777109424066175
68,0.03386353086680174,0.048003846686333417,0.7646085875129988,0.7623760331894405,0.781279127852646,0.777109424066175
69,0.03527174117043615,0.04611161053180694,0.7617802474129869,0.7624758669347507,0.781279127852646,0.777109424066175
70,0.03358542500063777,0.0333174342289567,0.7622164479992476,0.7627813624524007,0.781279127852646,0.777109424066175
71,0.034789948351681234,0.035734234377741814,0.7628566858520442,0.76285333565763,0.781279127852646,0.777109424066175
72,0.03434315640479326,0.05399497579783201,0.7633170467820615,0.763391161298822,0.781279127852646,0.777109424066175
73,0.03386281710118055,0.04146144427359104,0.7620843976318235,0.7632922408221018,0.781279127852646,0.777109424066175
74,0.03409952977672219,0.04373087482526898,0.7600674451284622,0.7599390734697533,0.781279127852646,0.777109424066175
75,0.034274613577872516,0.04898716639727354,0.7595503061930721,0.7615547430517429,0.781279127852646,0.777109424066175
76,0.03299026498571038,0.039118960965424776,0.7606092976058354,0.7608109243666574,0.781279127852646,0.777109424066175
77,0.03356291223317385,0.041047850530594586,0.7602927088977509,0.760552073643394,0.781279127852646,0.777109424066175
78,0.031961914896965024,0.03478370625525713,0.7585330908504998,0.7596352793821257,0.781279127852646,0.777109424066175
79,0.033653941750526425,0.04922887701541186,0.7589259694848436,0.7585824143725561,0.781279127852646,0.777109424066175
