epoch,loss_lb,loss_ub,miou_stu,miou_tea,best,best-stu
0,0.2442055329680443,0.10385755151510238,0.6463222051875619,0.6463222051875619,0.6463222051875619,0.6463222051875619
1,0.13361681960523128,0.10143109001219272,0.7144914472494529,0.7249552990688893,0.7249552990688893,0.7144914472494529
2,0.1262031350284815,0.0746943024918437,0.7325185262417723,0.7411671665138733,0.7411671665138733,0.7325185262417723
3,0.12039022110402584,0.08746225479990244,0.7511563122921723,0.7518270565677,0.7518270565677,0.7511563122921723
4,0.09836767464876175,0.08280706610530615,0.7424594901621057,0.755373097427146,0.755373097427146,0.7511563122921723
5,0.09936600439250469,0.09392103459686041,0.7420488720666842,0.7562659492941437,0.7562659492941437,0.7511563122921723
6,0.0893117057159543,0.08276503439992666,0.751432831987182,0.7599797495681774,0.7599797495681774,0.751432831987182
7,0.07964726388454438,0.06975077055394649,0.7478547847132785,0.7635396031491253,0.7635396031491253,0.751432831987182
8,0.07839548643678426,0.07135032396763563,0.761335414321895,0.7645555823009458,0.7645555823009458,0.761335414321895
9,0.06866187658160924,0.07361387573182583,0.7480325773763575,0.7662549350879547,0.7662549350879547,0.761335414321895
10,0.07335401400923729,0.08078647702932358,0.7598036966023104,0.7682960293380239,0.7682960293380239,0.761335414321895
11,0.07317652609199285,0.06066822595894337,0.7609658271155577,0.7688493626063077,0.7688493626063077,0.761335414321895
12,0.06410720068961381,0.06568902786821126,0.7665289138583686,0.7699028468090845,0.7699028468090845,0.7665289138583686
13,0.07416436690837144,0.06893123770132661,0.7624735108646865,0.7689415225777493,0.7699028468090845,0.7665289138583686
14,0.05815019737929106,0.05033290199935436,0.7629652015227794,0.7709466142212897,0.7709466142212897,0.7665289138583686
15,0.06113944947719574,0.08038055077195168,0.7637928900754838,0.7714421021427814,0.7714421021427814,0.7665289138583686
16,0.06478173164650798,0.07577931508421898,0.7609325757930934,0.7710653929430048,0.7714421021427814,0.7665289138583686
17,0.060604402795434,0.06314848493784667,0.7617420454516481,0.7719873831189671,0.7719873831189671,0.7665289138583686
18,0.05615044254809618,0.056737922970205544,0.7725102481957439,0.7757441457521488,0.7757441457521488,0.7725102481957439
19,0.05217137541621923,0.06471019228920341,0.7694635702890331,0.7776992364344034,0.7776992364344034,0.7725102481957439
20,0.05193764567375183,0.05812640897929668,0.7736227231995627,0.7755169726738759,0.7776992364344034,0.7736227231995627
21,0.05556498188525438,0.07486435268074274,0.7687164991040997,0.7767347104631375,0.7776992364344034,0.7736227231995627
22,0.05151984095573425,0.05520351370796561,0.7736327097757897,0.7763203295397975,0.7776992364344034,0.7736327097757897
23,0.05124190729111433,0.04986585425212979,0.7763324196659682,0.7793970571722164,0.7793970571722164,0.7763324196659682
24,0.052519716881215574,0.058132010884582995,0.7794856478807256,0.7820354420789428,0.7820354420789428,0.7794856478807256
25,0.04691817294806242,0.05425413986667991,0.7713162567941219,0.7811202602915633,0.7820354420789428,0.7794856478807256
26,0.04623055402189493,0.055176233127713206,0.7670976792340971,0.7765832573035125,0.7820354420789428,0.7794856478807256
27,0.05023598782718182,0.058901538606733084,0.7740813226715189,0.7760552228542261,0.7820354420789428,0.7794856478807256
28,0.04680258259177208,0.05043692588806152,0.7707684539162187,0.776059582801751,0.7820354420789428,0.7794856478807256
29,0.046210719272494316,0.057776030711829664,0.7728906450642011,0.7755247626282159,0.7820354420789428,0.7794856478807256
30,0.045691221952438354,0.05172116383910179,0.7710598147349773,0.7744472391810303,0.7820354420789428,0.7794856478807256
31,0.04910158384591341,0.06737789362668992,0.769774873534801,0.7739991721435027,0.7820354420789428,0.7794856478807256
32,0.04088080422952771,0.052720782533288005,0.7682717986731036,0.7737879638344319,0.7820354420789428,0.7794856478807256
33,0.0452581187710166,0.04551649186760187,0.7773507788032687,0.7748927643189545,0.7820354420789428,0.7794856478807256
34,0.04128109570592642,0.05367434341460466,0.7734523341733428,0.7766797091423527,0.7820354420789428,0.7794856478807256
35,0.0446420231834054,0.04451926238834858,0.7721150367070555,0.7764910457174,0.7820354420789428,0.7794856478807256
36,0.04403587039560079,0.05758239571005106,0.7694986884410949,0.7752268943101858,0.7820354420789428,0.7794856478807256
37,0.04350941078737378,0.05205300087109208,0.776307446299878,0.7776276936669846,0.7820354420789428,0.7794856478807256
38,0.042604075465351346,0.044849603716284034,0.7729771301495545,0.7774440559667382,0.7820354420789428,0.7794856478807256
39,0.03974242117255926,0.045336737670004366,0.7738009565092726,0.7779834230197193,0.7820354420789428,0.7794856478807256
40,0.043229739926755426,0.04828500961884856,0.7768790642932007,0.7781588378854177,0.7820354420789428,0.7794856478807256
41,0.04035249948501587,0.04923112578690052,0.7744587577098239,0.7779843247883514,0.7820354420789428,0.7794856478807256
42,0.03999629067257047,0.05112781012430787,0.7733755181261953,0.7774531308545914,0.7820354420789428,0.7794856478807256
43,0.03750946531072259,0.052096544997766614,0.7729081460281184,0.7760519909290221,0.7820354420789428,0.7794856478807256
44,0.04244028301909566,0.046122347749769685,0.7774784895296546,0.7767352241697887,0.7820354420789428,0.7794856478807256
45,0.038597401417791846,0.04753041183575988,0.7711840687252418,0.7748079892127587,0.7820354420789428,0.7794856478807256
46,0.03837871700525284,0.04107087906450033,0.7733628022297474,0.7732210793548294,0.7820354420789428,0.7794856478807256
