epoch,loss_lb,loss_ub,miou_stu,miou_tea,best,best-stu
0,0.4262255489826202,0.1848188925534487,0.5556377508526266,0.5556377508526266,0.5556377508526266,0.5556377508526266
1,0.20893110260367392,0.14406239651143551,0.6610374108292779,0.6640815614931435,0.6640815614931435,0.6610374108292779
2,0.20531417652964593,0.18922194857150315,0.678239640440666,0.688364543811758,0.688364543811758,0.678239640440666
3,0.1658225931227207,0.15327540300786496,0.6881833698599029,0.7091407306137888,0.7091407306137888,0.6881833698599029
4,0.150592328235507,0.18076940178871154,0.6961650467820594,0.7160871070176476,0.7160871070176476,0.6961650467820594
5,0.14895066879689695,0.16298496704548598,0.7015923579248613,0.7231948418082189,0.7231948418082189,0.7015923579248613
6,0.14647013396024705,0.14758749678730965,0.6872384989060468,0.7267902607099376,0.7267902607099376,0.7015923579248613
7,0.13642958626151086,0.14308186396956443,0.7095269209537355,0.7355676459278555,0.7355676459278555,0.7095269209537355
8,0.13464776761829853,0.1805361971259117,0.703998773736186,0.735922533893887,0.735922533893887,0.7095269209537355
9,0.11661077849566936,0.12299402710050344,0.7217875610244422,0.73571256203697,0.735922533893887,0.7217875610244422
10,0.10572484210133552,0.16796199567615985,0.728010034791812,0.7400460023407149,0.7400460023407149,0.728010034791812
11,0.10558710433542728,0.15797224901616574,0.7292453494569948,0.74407782961384,0.74407782961384,0.7292453494569948
12,0.11110287606716156,0.21750522777438164,0.729157341526261,0.7445627547925541,0.7445627547925541,0.7292453494569948
13,0.10512566715478897,0.16934761125594378,0.7251130756916474,0.7457895629320065,0.7457895629320065,0.7292453494569948
14,0.09865780770778657,0.13968328163027763,0.734031770742176,0.7490548524675044,0.7490548524675044,0.734031770742176
15,0.10470145251601934,0.14294935967773198,0.7276957464762139,0.7467519751847003,0.7490548524675044,0.734031770742176
16,0.09605268388986588,0.18570882305502892,0.7452412469226953,0.752079318200804,0.752079318200804,0.7452412469226953
17,0.08695287257432938,0.13759871758520603,0.7334892811613466,0.7437647164399703,0.752079318200804,0.7452412469226953
18,0.08968881480395793,0.1974091473966837,0.7315982333908432,0.7483435291024918,0.752079318200804,0.7452412469226953
19,0.09834547713398933,0.13151175882667304,0.7397311727646915,0.7521218460027441,0.7521218460027441,0.7452412469226953
20,0.09548621624708176,0.18853879030793905,0.7396423113027681,0.7522916753976423,0.7522916753976423,0.7452412469226953
21,0.08845394924283027,0.15403843354433774,0.7412311580432421,0.7526846411487431,0.7526846411487431,0.7452412469226953
22,0.07137593775987625,0.1445653185248375,0.7448863597882852,0.7518440179562786,0.7526846411487431,0.7452412469226953
23,0.07870063632726669,0.14144584722816944,0.7452572948895304,0.7540092607389708,0.7540092607389708,0.7452572948895304
24,0.08801432754844427,0.11716482266783715,0.7482177742833903,0.7580065487876052,0.7580065487876052,0.7482177742833903
25,0.08365570269525051,0.12483732756227255,0.7537171672292708,0.7575245709264011,0.7580065487876052,0.7537171672292708
26,0.07310533542186022,0.12727443743497133,0.7561615450535039,0.7579738833665784,0.7580065487876052,0.7561615450535039
27,0.07738705389201642,0.14684519842267035,0.7450112823921062,0.7608203178067622,0.7608203178067622,0.7561615450535039
28,0.07831208109855652,0.13500093277543784,0.7480322264658674,0.7600599334111632,0.7608203178067622,0.7561615450535039
